code,country,year,gdp,infrate,trade,schooling,invest60,invest70,invest80,industry
9,Netherlands,1990,18665,3.2854691,103.68212,45.400002,,,,30.71949
9,Netherlands,1991,19626,3.133333,103.30096,,,,,30.41988
9,Netherlands,1992,20224,3.1835811,99.637871,,,,,29.345671
9,Netherlands,1993,20679,2.584182,94.706429,,,,,28.654131
9,Netherlands,1994,21588,2.801527,95.985481,,,,,28.54458
9,Netherlands,1995,22585,2.0952821,99.495033,46.299999,,,,28.746229
9,Netherlands,1996,23531,2.0166669,101.01143,,,,,28.43318
9,Netherlands,1997,24692,2.1565101,104.89993,,,,,27.830151
9,Netherlands,1998,25811,1.983048,,,,,,27.106001
9,Netherlands,1999,26654,2.211071,,,,,,26.31304
9,Netherlands,2000,28467,2.5237801,,45.400002,,,,26.798981
9,Netherlands,2001,30359,4.5342312,,,,,,26.62816
9,Netherlands,2002,31284,3.467068,,,,,,25.827681
9,Netherlands,2003,31792,2.11464,,,,,,
10,Norway,1960,1713,,73.680962,21.299999,,,,
10,Norway,1961,1823,2.451108,72.139977,,,,,
10,Norway,1962,1905,5.2685161,69.344788,,,,,
10,Norway,1963,1991,2.5870409,70.439796,,,,,
10,Norway,1964,2112,5.679944,71.781082,,,,,
10,Norway,1965,2268,4.2595901,71.817253,22.4,,,,
10,Norway,1966,2417,3.2513371,72.533798,,,,,
10,Norway,1967,2620,4.4333949,74.773056,,,,,
10,Norway,1968,2784,3.471534,73.59362,,,,,
10,Norway,1969,3035,3.0674851,72.030357,,,,,
10,Norway,1970,3213,10.56548,74.139931,31.1,,,,
10,Norway,1971,3523,6.2584119,73.002907,,,,,31.944679
10,Norway,1972,3814,7.219759,70.428383,,,,,32.230431
10,Norway,1973,4138,7.44241,76.504845,,,,,32.272209
10,Norway,1974,4728,9.4145136,83.27903,,,,,33.086529
10,Norway,1975,5458,11.70707,78.767204,34.799999,,,,34.624119
10,Norway,1976,6116,9.1757565,79.932335,,,,,34.209702
10,Norway,1977,6742,9.0431557,78.699829,,,,,34.076401
10,Norway,1978,7412,8.1515064,72.255005,,,,,35.433521
10,Norway,1979,8354,4.7598252,77.273743,,,,,38.279739
10,Norway,1980,9557,10.89621,80.330162,39.299999,0.33695999,0.37417999,31.594,40.388729
10,Norway,1981,10548,13.63705,79.648895,,,,,40.68092
10,Norway,1982,11205,11.37206,78.188873,,,,,40.848209
10,Norway,1983,12022,8.4110479,76.31546,,,,,42.04797
10,Norway,1984,13220,6.279108,77.480171,,,,,43.46854
10,Norway,1985,14354,5.6658239,78.744705,41,,,,42.852852
10,Norway,1986,15184,7.1867681,72.853569,,,,,36.27047
10,Norway,1987,15823,8.7259321,67.695114,,,,,35.806919
10,Norway,1988,16299,6.6984839,67.400887,,,,,34.0042
10,Norway,1989,17043,4.5554419,73.293633,,,,,35.525398
10,Norway,1990,18004,4.1130328,74.734642,69.599998,,,,35.660439
10,Norway,1991,19212,3.4206829,72.622849,,,,,34.552021
10,Norway,1992,20185,2.3421161,69.547249,,,,,34.170551
10,Norway,1993,21088,2.2714889,70.125801,,,,,33.764042
10,Norway,1994,22534,1.398555,70.586227,,,,,34.258579
10,Norway,1995,23874,2.4564049,70.103203,66.699997,,,,35.352779
10,Norway,1996,26263,1.2586941,72.619583,,,,,37.7201
10,Norway,1997,27776,2.5807409,75.462173,,,,,38.262901
10,Norway,1998,27294,2.255686,74.282089,,,,,33.82029
10,Norway,1999,30011,2.3331389,,,,,,35.71146
10,Norway,2000,36273,3.0860679,,62.5,,,,42.95295
10,Norway,2001,37078,3.0173781,,,,,,40.874199
10,Norway,2002,36617,1.288146,,,,,,37.908371
10,Norway,2003,37245,2.4753971,,,,,,37.516239
12,Switzerland,1960,3387,,53.253502,21.799999,,,,
12,Switzerland,1961,3625,1.845371,54.593182,,,,,
12,Switzerland,1962,3788,4.3156161,54.494743,,,,,
12,Switzerland,1963,3946,3.439719,53.69223,,,,,
12,Switzerland,1964,4158,3.0813141,53.660713,,,,,
12,Switzerland,1965,4360,3.4145169,55.158588,22.299999,,,,
12,Switzerland,1966,4575,4.7761312,55.518734,,,,,
12,Switzerland,1967,4790,4.0214782,54.613895,,,,,
12,Switzerland,1968,5138,2.4123509,56.837097,,,,,
12,Switzerland,1969,5645,2.489007,60.69416,,,,,
12,Switzerland,1970,6382,3.6160271,63.589043,38,,,,36.266361
12,Switzerland,1971,6938,6.5730128,60.333889,,,,,35.986961
12,Switzerland,1972,7406,6.660192,58.819286,,,,,35.707561
12,Switzerland,1973,7998,8.7550411,59.547981,,,,,35.428162
12,Switzerland,1974,8800,9.7667475,63.378422,,,,,35.148766
12,Switzerland,1975,8934,6.6964531,56.723125,36.400002,,,,34.776234
12,Switzerland,1976,9368,1.715862,60.432114,,,,,34.496834
12,Switzerland,1977,10240,1.28527,66.902809,,,,,34.217438
12,Switzerland,1978,11003,1.055814,64.06974,,,,,33.938038
12,Switzerland,1979,12189,3.6476431,67.314102,,,,,33.658638
12,Switzerland,1980,13853,4.0220261,72.832115,54.299999,0.33524001,0.33744001,30.963999,32.869999
12,Switzerland,1981,15338,6.4902191,72.369865,,,,,32.689999
12,Switzerland,1982,15963,5.6552119,67.87426,,,,,32.200001
12,Switzerland,1983,16611,2.9676869,68.349434,,,,,31.9
12,Switzerland,1984,17710,2.9112079,72.168221,,,,,31.92
12,Switzerland,1985,18812,3.429986,74.652412,53.599998,,,,32.009998
12,Switzerland,1986,19458,0.74074072,70.621994,,,,,31.889999
12,Switzerland,1987,20120,1.447964,69.582191,,,,,31.459999
12,Switzerland,1988,21334,1.884478,71.420036,,,,,31.610001
12,Switzerland,1989,22965,3.1629641,75.544891,,,,,31.690001
12,Switzerland,1990,24518,5.3787398,72.00161,53.799999,,,,31.34
12,Switzerland,1991,24840,5.8793921,68.58638,,,,,30.790001
12,Switzerland,1992,25141,4.0410762,67.868607,,,,,29.99
12,Switzerland,1993,25427,3.2717969,66.710213,,,,,29.58
12,Switzerland,1994,26031,0.85840708,66.585632,,,,,30.41
12,Switzerland,1995,26485,1.798719,66.157257,54.799999,,,,29.83
12,Switzerland,1996,26394,0.81882441,67.940277,,,,,28.809999
12,Switzerland,1997,27850,0.52150118,75.340652,,,,,28.190001
12,Switzerland,1998,28835,0.0170097,,,,,,27.43
12,Switzerland,1999,28887,0.82482988,,,,,,27.43
12,Switzerland,2000,30461,1.5433919,,55,,,,26.76
12,Switzerland,2001,30806,0.98837209,,,,,,27.35
12,Switzerland,2002,32751,0.64150012,,,,,,26.780001
12,Switzerland,2003,33516,0.6292392,,,,,,26.450001
14,Japan,1960,1010,,20.954344,30.9,,,,
14,Japan,1961,1143,5.404726,20.123087,,,,,
14,Japan,1962,1262,6.7731929,18.671103,,,,,
14,Japan,1963,1374,7.6613798,18.86199,,,,,
14,Japan,1964,1546,3.8381741,19.13273,,,,,
14,Japan,1965,1647,6.5934072,19.600803,36.700001,,,,
14,Japan,1966,1889,5.0796628,19.557243,,,,,
14,Japan,1967,2133,3.977881,19.05209,,,,,
14,Japan,1968,2496,5.3697028,19.074675,,,,,
14,Japan,1969,2917,5.2425919,19.484798,,,,,
14,Japan,1970,3293,7.6732669,20.330492,33,,,,
14,Japan,1971,3575,6.4169722,20.702047,,,,,45.170719
14,Japan,1972,3988,4.8240218,18.85861,,,,,44.578239
14,Japan,1973,4491,11.64593,20.046917,,,,,45.357731
14,Japan,1974,4778,23.15457,27.945053,,,,,43.6329
14,Japan,1975,5300,11.78279,25.552427,38.099998,,,,41.405479
14,Japan,1976,5768,9.3492212,26.312096,,,,,41.4841
14,Japan,1977,6344,8.1587038,24.552519,,,,,40.436939
14,Japan,1978,7084,4.2107978,20.499784,,,,,40.692162
14,Japan,1979,8027,3.730788,24.038239,,,,,40.600471
14,Japan,1980,8931,7.778707,28.280386,39.900002,0.31988001,0.41958001,34.986,41.000149
14,Japan,1981,9986,4.9113078,28.649031,,,,,40.91642
14,Japan,1982,10813,2.7369759,28.356134,,,,,40.320621
14,Japan,1983,11346,1.882329,26.096989,,,,,39.47266
14,Japan,1984,12064,2.27158,27.261158,,,,,39.834511
14,Japan,1985,12978,2.0236919,25.541183,41.900002,,,,39.59441
14,Japan,1986,13590,0.61925489,18.744871,,,,,39.012459
14,Japan,1987,14425,0.125012,17.556202,,,,,38.94236
14,Japan,1988,15862,0.67230117,17.794943,,,,,39.111771
14,Japan,1989,17269,2.2800989,19.78006,,,,,39.04401
14,Japan,1990,18815,3.0594161,20.64731,44.5,,,,39.36253
14,Japan,1991,20055,3.2401121,18.730829,,,,,39.023548
14,Japan,1992,20648,1.72701,17.882681,,,,,37.858841
14,Japan,1993,21122,1.28404,16.311211,,,,,36.380058
14,Japan,1994,21757,0.70620269,16.44124,,,,,34.927731
14,Japan,1995,22551,-0.12673201,17.31402,46.799999,,,,34.21719
14,Japan,1996,23714,0.1353523,19.33235,,,,,33.91785
14,Japan,1997,24478,1.731858,20.999901,,,,,33.713951
14,Japan,1998,24429,0.65603721,21.144987,,,,,32.704552
14,Japan,1999,24709,-0.33825591,,,,,,32.42955
14,Japan,2000,26015,-0.67052978,,47.900002,,,,32.231159
14,Japan,2001,26619,-0.73339438,,,,,,30.96192
14,Japan,2002,27196,-0.91512048,,,,,,30.39852
14,Japan,2003,28071,-0.2541942,,,,,,
16,Greece,1960,707,,21.312531,7.9000001,,,,
16,Greece,1961,1028,1.934236,21.172319,,,,,
16,Greece,1962,1049,-0.37950659,21.926023,,,,,
16,Greece,1963,1188,2.8571429,23.088087,,,,,
16,Greece,1964,1316,0.92592591,23.294668,,,,,
16,Greece,1965,1492,3.119266,24.24564,9.8000002,,,,
16,Greece,1966,1634,4.9822059,24.71656,,,,,
16,Greece,1967,1754,1.6949151,23.642069,,,,,
16,Greece,1968,1967,0.33333331,23.103203,,,,,
16,Greece,1969,2298,2.491694,23.465282,,,,,
16,Greece,1970,2631,2.9173419,23.462626,10.6,,,,
16,Greece,1971,2988,2.992126,23.728756,,,,,36.11808
16,Greece,1972,3383,4.2813449,26.185028,,,,,36.32357
16,Greece,1973,3844,15.54252,32.533947,,,,,36.534939
16,Greece,1974,3907,26.903549,34.340809,,,,,34.111149
16,Greece,1975,4505,13.36667,35.980827,12.9,,,,33.06773
16,Greece,1976,5024,13.31226,35.668255,,,,,33.04417
16,Greece,1977,5417,12.16996,34.588295,,,,,33.730728
16,Greece,1978,6138,12.53253,34.652,,,,,32.863369
16,Greece,1979,6781,19.04615,35.082428,,,,,34.108978
16,Greece,1980,7374,24.874809,38.590443,19.700001,0.26565999,0.34257999,24.002001,32.9426
16,Greece,1981,7870,24.45896,39.115353,,,,,32.571678
16,Greece,1982,8204,20.91898,38.697323,,,,,30.660641
16,Greece,1983,8388,20.241671,40.974976,,,,,31.3106
16,Greece,1984,8834,18.448959,42.330807,,,,,30.461729
16,Greece,1985,9297,19.302561,44.363792,23.700001,,,,30.45694
16,Greece,1986,9525,23.02109,43.68021,,,,,31.09042
16,Greece,1987,9548,16.384951,46.111313,,,,,29.960991
16,Greece,1988,10277,13.52675,44.246845,,,,,29.374809
16,Greece,1989,11036,13.7,45.670357,,,,,28.5359
16,Greece,1990,11405,20.40457,44.881191,28.700001,,,,28.196739
16,Greece,1991,11971,19.472851,43.14999,,,,,26.528021
16,Greece,1992,12198,15.8659,43.44936,,,,,25.66123
16,Greece,1993,12166,14.41449,41.309959,,,,,25.50778
16,Greece,1994,12566,10.92279,40.28257,,,,,24.36351
16,Greece,1995,12991,8.9370565,40.818081,31.799999,,,,23.086691
16,Greece,1996,13418,8.1962194,40.40134,,,,,23.02569
16,Greece,1997,14127,5.5389729,39.684841,,,,,21.59255
16,Greece,1998,14665,4.7662258,,,,,,22.343321
16,Greece,1999,15213,2.6367829,,,,,,22.295839
16,Greece,2000,16272,3.150125,,33.799999,,,,22.828011
16,Greece,2001,17332,3.3749959,,,,,,23.48645
16,Greece,2002,19119,3.6292281,,,,,,23.21043
16,Greece,2003,20479,3.5305569,,,,,,23.830009
18,Portugal,1960,728,,37.353939,3.5,,,,
18,Portugal,1961,783,1.5490021,39.982895,,,,,
18,Portugal,1962,848,2.662071,38.321789,,,,,
18,Portugal,1963,905,2.0215731,39.377365,,,,,
18,Portugal,1964,979,3.4000001,50.419785,,,,,
18,Portugal,1965,1084,3.4816251,52.902737,3.9000001,,,,
18,Portugal,1966,1170,5.0467291,52.805916,,,,,
18,Portugal,1967,1293,5.5160141,51.549599,,,,,
18,Portugal,1968,1475,6.070827,49.794838,,,,,
18,Portugal,1969,1592,7.4025121,48.176414,,,,,
18,Portugal,1970,1916,4.5333328,50.211582,6.8000002,,,,
18,Portugal,1971,2153,7.4960752,51.907047,,,,,35.13776
18,Portugal,1972,2420,8.94487,53.733257,,,,,35.945591
18,Portugal,1973,2845,10.35523,54.887608,,,,,35.963459
18,Portugal,1974,3048,27.96842,62.633427,,,,,37.544479
18,Portugal,1975,3045,20.408159,48.222168,9.6000004,,,,35.211498
18,Portugal,1976,3407,18.249901,43.775337,,,,,34.72538
18,Portugal,1977,3784,27.191669,47.037315,,,,,34.724171
18,Portugal,1978,4120,22.64299,47.753605,,,,,33.15321
18,Portugal,1979,4663,23.53758,58.929958,,,,,31.947809
18,Portugal,1980,5263,16.691891,62.97908,10.6,0.24082001,0.29798001,26.488001,32.877769
18,Portugal,1981,5812,20.04076,64.510567,,,,,33.93985
18,Portugal,1982,6263,22.730221,64.730942,,,,,33.645222
18,Portugal,1983,6479,25.10564,68.447182,,,,,34.496078
18,Portugal,1984,6570,28.783331,74.853844,,,,,32.841808
18,Portugal,1985,6959,19.645399,71.509995,13.7,,,,32.822578
18,Portugal,1986,7414,11.76311,62.800735,,,,,30.644541
18,Portugal,1987,8126,9.3431482,69.239014,,,,,30.372629
18,Portugal,1988,9057,9.6970482,73.429176,,,,,32.47451
18,Portugal,1989,10042,12.61655,75.041565,,,,,32.344391
18,Portugal,1990,10894,13.37246,75.17775,14.8,,,,31.71348
18,Portugal,1991,11783,10.92623,69.90818,,,,,30.284439
18,Portugal,1992,12219,8.9416666,65.14225,,,,,30.2792
18,Portugal,1993,12236,6.5019512,62.448689,,,,,29.60257
18,Portugal,1994,12614,5.2143941,65.605721,,,,,30.643669
18,Portugal,1995,13413,4.123148,68.574448,14.7,,,,31.498079
18,Portugal,1996,13974,3.120697,69.221817,,,,,31.741541
18,Portugal,1997,14804,2.161612,71.549889,,,,,31.63949
18,Portugal,1998,15401,2.71644,,,,,,31.13629
18,Portugal,1999,16363,2.3038859,,,,,,30.41585
18,Portugal,2000,17353,2.8467209,,14.9,,,,29.99342
18,Portugal,2001,18071,4.3947568,,,,,,29.39245
18,Portugal,2002,18799,3.5450521,,,,,,28.688181
18,Portugal,2003,17603,3.2833331,,,,,,
19,Spain,1960,1074,,16.249819,3.9000001,,,,
19,Spain,1961,1201,2.005919,17.638802,,,,,
19,Spain,1962,1335,5.6347589,19.606129,,,,,
19,Spain,1963,1467,8.8046274,19.67972,,,,,
19,Spain,1964,1554,6.9501872,21.492392,,,,,
19,Spain,1965,1678,13.23638,22.708794,4.5999999,,,,
19,Spain,1966,1841,6.1941152,23.890324,,,,,
19,Spain,1967,1954,6.4145751,21.74692,,,,,
19,Spain,1968,2160,4.963315,24.657402,,,,,
19,Spain,1969,2447,2.1244521,26.033092,,,,,
19,Spain,1970,2715,5.757617,27.450756,5.8000002,,,,
19,Spain,1971,2951,8.2360411,27.574125,,,,,40.667221
19,Spain,1972,3293,8.2893658,28.926592,,,,,41.693291
19,Spain,1973,3710,11.39021,29.886894,,,,,42.23267
19,Spain,1974,4227,15.71734,33.602974,,,,,43.172298
19,Spain,1975,4600,16.925659,30.851402,8.1999998,,,,42.083221
19,Spain,1976,4965,17.629311,31.890625,,,,,41.384251
19,Spain,1977,5364,24.52669,30.979395,,,,,40.521809
19,Spain,1978,5761,19.78421,29.520868,,,,,39.432571
19,Spain,1979,6188,15.66901,29.62632,,,,,38.965611
19,Spain,1980,6856,15.54989,33.522945,13.3,0.25176001,0.31323999,24.568001,38.567551
19,Spain,1981,7447,14.55704,37.425205,,,,,37.673019
19,Spain,1982,7957,14.40796,38.388615,,,,,37.06181
19,Spain,1983,8378,12.17745,41.893536,,,,,36.794498
19,Spain,1984,8812,11.27433,43.44701,,,,,35.920799
19,Spain,1985,9259,8.8175268,43.49968,17.6,,,,36.209068
19,Spain,1986,9744,8.7965031,37.577763,,,,,36.654301
19,Spain,1987,10542,5.2462592,38.542778,,,,,36.09407
19,Spain,1988,11434,4.8404789,38.839157,,,,,35.9314
19,Spain,1989,12417,6.7914681,39.452454,,,,,36.218159
19,Spain,1990,13365,6.7179399,37.502689,25.5,,,,35.47665
19,Spain,1991,14152,5.9353271,37.407082,,,,,34.688511
19,Spain,1992,14564,5.925724,38.03965,,,,,32.8619
19,Spain,1993,14699,4.5686359,39.409481,,,,,31.168209
19,Spain,1994,15325,4.7184682,44.396439,,,,,30.55055
19,Spain,1995,16032,4.6747532,47.852901,28.6,,,,30.98291
19,Spain,1996,16720,3.558506,50.073299,,,,,30.45867
19,Spain,1997,17420,1.970708,55.558651,,,,,30.441401
19,Spain,1998,18479,1.833537,57.125301,,,,,30.196671
19,Spain,1999,19817,2.310672,,,,,,29.989201
19,Spain,2000,21074,3.4326141,,30.700001,,,,30.193701
19,Spain,2001,22257,3.5911009,,,,,,29.928841
19,Spain,2002,23756,3.066777,,,,,,29.684759
19,Spain,2003,24812,3.033474,,,,,,29.586519
20,Australia,1960,2373,,31.266439,50.400002,,,,
20,Australia,1961,2346,2.5121319,29.821074,,,,,
20,Australia,1962,2539,-0.278474,30.158545,,,,,
20,Australia,1963,2717,0.53057808,32.055397,,,,,
20,Australia,1964,2873,2.3611109,31.527285,,,,,
20,Australia,1965,2973,3.962008,31.035599,48.900002,,,,
20,Australia,1966,3230,2.975724,29.973152,,,,,
20,Australia,1967,3404,3.1939161,30.114193,,,,,
20,Australia,1968,3788,2.6529109,28.348595,,,,,
20,Australia,1969,4162,2.919359,29.821142,,,,,
20,Australia,1970,4490,3.9060681,28.962433,48.299999,,,,
20,Australia,1971,4677,6.0639958,27.807472,,,,,37.293591
20,Australia,1972,5013,5.8649788,27.70299,,,,,36.80088
20,Australia,1973,5595,9.4659224,29.440403,,,,,35.435848
20,Australia,1974,6024,15.11014,31.638611,,,,,36.886761
20,Australia,1975,6683,15.07196,28.900406,47,,,,37.104549
20,Australia,1976,7140,13.52391,31.207617,,,,,36.665291
20,Australia,1977,7482,12.30024,30.863096,,,,,35.999359
20,Australia,1978,8272,7.9236741,32.151321,,,,,35.652821
20,Australia,1979,9174,9.0900011,34.958309,,,,,35.81057
20,Australia,1980,10203,10.12658,33.861252,47.5,0.31729999,0.31797999,29.695999,37.026699
20,Australia,1981,11513,9.6917448,33.173725,,,,,35.924339
20,Australia,1982,11537,11.14551,31.657738,,,,,34.743671
20,Australia,1983,12300,10.11356,30.678139,,,,,34.825699
20,Australia,1984,13120,3.9501851,34.640999,,,,,35.29966
20,Australia,1985,14019,6.739049,35.246246,48.400002,,,,35.07288
20,Australia,1986,14537,9.0845318,34.7444,,,,,32.777859
20,Australia,1987,15554,8.4887457,34.723438,,,,,31.35881
20,Australia,1988,16524,7.2317719,34.083694,,,,,29.875179
20,Australia,1989,17255,7.5594249,34.358536,,,,,29.960911
20,Australia,1990,17322,7.2722602,34.461769,48.400002,,,,28.966801
20,Australia,1991,17652,3.2226801,35.23764,,,,,28.167999
20,Australia,1992,18496,0.98591548,37.69257,,,,,27.971661
20,Australia,1993,19432,1.81311,38.351791,,,,,28.00918
20,Australia,1994,20583,1.894977,39.71843,,,,,28.139919
20,Australia,1995,21773,4.6381359,40.153259,48.599998,,,,27.82765
20,Australia,1996,22562,2.6124201,39.977379,,,,,27.10232
20,Australia,1997,23649,0.25041741,42.1768,,,,,27.076691
20,Australia,1998,24853,0.85345542,41.36496,,,,,26.283131
20,Australia,1999,26283,1.465428,,,,,,26.190729
20,Australia,2000,27403,4.475183,,43.599998,,,,25.566681
20,Australia,2001,28492,4.3808408,,,,,,25.4391
20,Australia,2002,29819,3.003171,,,,,,25.94952
20,Australia,2003,31273,2.770735,,,,,,
21,New Zealand,1960,2545,,52.548824,58,,,,
21,New Zealand,1961,2659,1.830283,52.944569,,,,,
21,New Zealand,1962,2713,2.696079,48.803684,,,,,
21,New Zealand,1963,2866,1.909308,53.844959,,,,,
21,New Zealand,1964,3001,3.4348171,50.796028,,,,,
21,New Zealand,1965,3224,3.3962259,44.781643,54.299999,,,,
21,New Zealand,1966,3481,2.7737229,45.967167,,,,,
21,New Zealand,1967,3360,6.107955,39.779766,,,,,
21,New Zealand,1968,3489,4.283802,44.663773,,,,,
21,New Zealand,1969,3969,4.8780489,46.908524,,,,,
21,New Zealand,1970,4136,6.548347,48.324024,54.5,,,,
21,New Zealand,1971,4438,10.30303,45.481525,,,,,34.0294
21,New Zealand,1972,4780,6.776557,47.43124,,,,,33.208939
21,New Zealand,1973,5335,8.2332764,49.573406,,,,,32.451801
21,New Zealand,1974,6041,11.25198,55.458515,,,,,35.516602
21,New Zealand,1975,6382,14.52991,54.889248,57.099998,,,,34.529041
21,New Zealand,1976,6748,16.79104,57.889282,,,,,34.712021
21,New Zealand,1977,6867,14.58999,56.796474,,,,,32.954659
21,New Zealand,1978,7301,11.89591,55.041866,,,,,32.50108
21,New Zealand,1979,7915,13.70432,61.897545,,,,,32.65749
21,New Zealand,1980,8656,17.09277,62.086811,46.099998,0.26664001,0.29516,25.521999,32.18576
21,New Zealand,1981,9736,15.34623,62.446667,,,,,34.01445
21,New Zealand,1982,10687,16.1709,62.351555,,,,,34.555931
21,New Zealand,1983,11262,7.35568,61.913372,,,,,33.403709
21,New Zealand,1984,12141,6.2012138,70.573883,,,,,34.58643
21,New Zealand,1985,12556,15.39404,64.612869,46.599998,,,,33.268139
21,New Zealand,1986,13085,13.21782,55.481041,,,,,31.91995
21,New Zealand,1987,13402,15.74115,52.397793,,,,,30.22941
21,New Zealand,1988,13569,6.3751421,50.625256,,,,,28.587429
21,New Zealand,1989,14124,7.490603,53.819305,,,,,29.19099
21,New Zealand,1990,14420,5.506608,54.535011,24.1,,,,27.921921
21,New Zealand,1991,14252,1.670146,56.428131,,,,,27.339199
21,New Zealand,1992,14679,1.0266941,61.140541,,,,,27.11838
21,New Zealand,1993,15605,1.4227639,59.26334,,,,,27.06921
21,New Zealand,1994,16686,2.40481,60.43647,,,,,27.76848
21,New Zealand,1995,17402,3.7398369,58.596111,26.6,,,,26.99032
21,New Zealand,1996,17879,2.298851,57.031071,,,,,26.742161
21,New Zealand,1997,18510,1.174668,57.132099,,,,,26.50679
21,New Zealand,1998,18669,1.2872289,,,,,,25.276569
21,New Zealand,1999,19937,-0.1245951,,,,,,25.51298
21,New Zealand,2000,20789,2.619761,,26.299999,,,,25.291679
21,New Zealand,2001,21825,2.6258211,,,,,,
21,New Zealand,2002,22662,2.6770909,,,,,,
21,New Zealand,2003,23728,1.753576,,,,,,
